name,amenity_type,LatLng,lat,lon
WOODLANDS RING PRIMARY SCHOOL,education,"1.43485179380236,103.79741434351",1.43485179380236,103.79741434351
WOODLANDS RING SECONDARY SCHOOL,education,"1.43070452883799,103.777625748539",1.43070452883799,103.777625748539
WOODLANDS SECONDARY SCHOOL,education,"1.43912528141356,103.774586410437",1.43912528141356,103.774586410437
XINGHUA PRIMARY SCHOOL,education,"1.35799653782463,103.890216355459",1.35799653782463,103.890216355459
XINGNAN PRIMARY SCHOOL,education,"1.34270639669225,103.687588478681",1.34270639669225,103.687588478681
XINMIN PRIMARY SCHOOL,education,"1.37176798317468,103.88280991785",1.37176798317468,103.88280991785
XINMIN SECONDARY SCHOOL,education,"1.37255884700002,103.88305161385",1.37255884700002,103.88305161385
XISHAN PRIMARY SCHOOL,education,"1.43347186925064,103.837755319448",1.43347186925064,103.837755319448
YANGZHENG PRIMARY SCHOOL,education,"1.3489768083841,103.868467129954",1.3489768083841,103.868467129954
YEW TEE PRIMARY SCHOOL,education,"1.39672603497195,103.751817992962",1.39672603497195,103.751817992962
YIO CHU KANG PRIMARY SCHOOL,education,"1.37793264345276,103.885643682171",1.37793264345276,103.885643682171
YIO CHU KANG SECONDARY SCHOOL,education,"1.37797597740925,103.84213696352",1.37797597740925,103.84213696352
YISHUN INNOVA JUNIOR COLLEGE,education,"1.42426692572335,103.83003171149",1.42426692572335,103.83003171149
YISHUN PRIMARY SCHOOL,education,"1.43397617334964,103.834050796658",1.43397617334964,103.834050796658
YISHUN SECONDARY SCHOOL,education,"1.42813324276086,103.828764316679",1.42813324276086,103.828764316679
YISHUN TOWN SECONDARY SCHOOL,education,"1.43232156717386,103.838094226361",1.43232156717386,103.838094226361
YU NENG PRIMARY SCHOOL,education,"1.33398037894072,103.932015036296",1.33398037894072,103.932015036296
YUAN CHING SECONDARY SCHOOL,education,"1.34200635764467,103.72089870437",1.34200635764467,103.72089870437
YUHUA PRIMARY SCHOOL,education,"1.34291981622016,103.740861148879",1.34291981622016,103.740861148879
YUHUA SECONDARY SCHOOL,education,"1.34718626876968,103.722687235839",1.34718626876968,103.722687235839
YUMIN PRIMARY SCHOOL,education,"1.35131569890862,103.950551091373",1.35131569890862,103.950551091373
YUSOF ISHAK SECONDARY SCHOOL,education,"1.34235172835604,103.760159353985",1.34235172835604,103.760159353985
YUYING SECONDARY SCHOOL,education,"1.35713595302467,103.890194755287",1.35713595302467,103.890194755287
ZHANGDE PRIMARY SCHOOL,education,"1.28421153855474,103.825951884637",1.28421153855474,103.825951884637
ZHENGHUA PRIMARY SCHOOL,education,"1.37942873617052,103.76970317201",1.37942873617052,103.76970317201
ZHENGHUA SECONDARY SCHOOL,education,"1.38512867383046,103.760410617887",1.38512867383046,103.760410617887
ZHONGHUA PRIMARY SCHOOL,education,"1.36026072476019,103.869712517383",1.36026072476019,103.869712517383
ZHONGHUA SECONDARY SCHOOL,education,"1.34840720846208,103.869430481414",1.34840720846208,103.869430481414
