Unnamed: 0,lat,lon,nearest_mrt_distance,nearest_bus_distance,address,postal_code,nearest_mrt_name,nearest_bus_name,education_score,shopping_score,food_score,healthcare_score,recreation_score
0,1.270379512,103.823236,580.8849091,100.6532176,43 TELOK BLANGAH RISE,90043,HARBOURFRONT MRT STATION,BLK 41,9.886120916,31.71846207,14.30251776,55.97406565,29.62669561
1,1.270918709,103.8226854,621.123943,62.40568267,42 TELOK BLANGAH RISE,90042,HARBOURFRONT MRT STATION,BLK 41,10.74580515,31.88083616,15.93868365,57.7537727,30.19180302
2,1.271408833,103.8108875,146.0938296,106.9934042,44 TELOK BLANGAH DR,100044,TELOK BLANGAH MRT STATION,TELOK BLANGAH STN,7.254423576,22.22515802,15.15281886,40.4676504,27.39437319
3,1.271462566,103.8256835,815.9893883,105.6933726,101 BT PURMEI RD,90101,HARBOURFRONT MRT STATION,THE PEARL /@ MT FABER,11.58534434,34.39814364,13.89371352,57.10591345,30.42991997
4,1.271690611,103.8098523,104.8691764,69.17332648,46 TELOK BLANGAH DR,100046,TELOK BLANGAH MRT STATION,OPP TELOK BLANGAH STN,7.350236582,23.76902916,17.76151216,40.01883904,28.21334138
5,1.271747245,103.8225083,707.682378,85.56903286,39 TELOK BLANGAH RISE,90039,HARBOURFRONT MRT STATION,BLK 41,11.89086178,32.79230212,20.60435572,58.17886469,31.52267004
6,1.271757071,103.8095604,113.568602,65.93824304,45 TELOK BLANGAH DR,100045,TELOK BLANGAH MRT STATION,OPP TELOK BLANGAH STN,7.367605734,24.2868359,18.80447302,39.95183562,28.45384071
7,1.271908423,103.8266717,921.9426367,57.60194701,102 BT PURMEI RD,90102,HARBOURFRONT MRT STATION,OPP KEPPEL DP BLK 519,12.31862709,35.36518282,13.94323315,59.07865882,30.93614492
8,1.272044271,103.810097,148.691022,73.003027,47 TELOK BLANGAH DR,100047,TELOK BLANGAH MRT STATION,AFT BLK 48,7.586586293,24.50578205,18.00556018,40.8197917,27.78108717
9,1.272085585,103.8254956,862.3594775,116.9873696,103 BT PURMEI RD,90103,HARBOURFRONT MRT STATION,THE PEARL /@ MT FABER,12.65433649,36.08333258,14.48927606,58.51906048,31.44287765
10,1.272099266,103.8232451,763.5934395,71.05643299,40 TELOK BLANGAH RISE,90040,HARBOURFRONT MRT STATION,BLK 40,12.87552608,33.8128269,19.12078361,58.92281915,32.13429504
11,1.272201815,103.8110608,217.3107524,108.6440666,49 TELOK BLANGAH DR,100049,TELOK BLANGAH MRT STATION,BLK 50,7.689124085,24.31815181,15.94139297,41.54659144,27.84582231
12,1.272332606,103.8222103,767.5470141,63.02441061,38 TELOK BLANGAH RISE,90038,HARBOURFRONT MRT STATION,BLK 36 MKT/FC,12.78999628,33.45330149,32.40056892,58.78886553,32.00316694
13,1.272346698,103.8105545,198.547408,64.10582483,48 TELOK BLANGAH DR,100048,TELOK BLANGAH MRT STATION,BLK 50,7.788205511,25.06791774,17.28309582,41.50339198,28.23570821
14,1.272397327,103.8208327,772.9739913,92.20995645,31 TELOK BLANGAH RISE,90031,HARBOURFRONT MRT STATION,BLK 36 MKT/FC,12.0177264,30.59243132,19.11207571,56.27973369,32.08321733
15,1.272398536,103.8256255,899.5950431,152.2937896,104 BT PURMEI RD,90104,HARBOURFRONT MRT STATION,THE PEARL /@ MT FABER,13.1945537,37.93921456,14.5912146,59.90699605,31.88745006
16,1.272483013,103.824703,859.6401249,50.36812856,105 BT PURMEI RD,90105,HARBOURFRONT MRT STATION,BLK 105,13.79562894,37.44647468,15.65234428,57.76744982,32.6816913
17,1.272672565,103.8228757,816.282453,102.6378173,37 TELOK BLANGAH RISE,90037,HARBOURFRONT MRT STATION,BLK 40,14.10207881,34.4875912,24.37462544,59.73211239,33.25717744
18,1.272985283,103.820252,845.7962731,71.03257088,30 TELOK BLANGAH RISE,90030,HARBOURFRONT MRT STATION,BLK 28,12.16636567,30.75288943,17.64139331,55.75969389,32.05455324
19,1.27298937,103.8256268,956.5106791,128.1335316,106 BT PURMEI RD,90106,HARBOURFRONT MRT STATION,BLK 109,14.7955737,41.7910992,14.94740335,61.45592682,33.33668574
20,1.273022019,103.8221232,842.85077,100.5952746,35 TELOK BLANGAH RISE,90035,HARBOURFRONT MRT STATION,BLK 36 MKT/FC,14.67250397,34.05735645,32.88897616,59.31693236,34.04752841
21,1.27309041,103.8101436,263.5675388,33.39843866,50 TELOK BLANGAH DR,100050,TELOK BLANGAH MRT STATION,BLK 50,8.393353785,28.45086999,19.88748837,43.01001294,29.26673834
22,1.273101655,103.8245086,914.2004386,76.93025086,107 BT PURMEI RD,90107,HARBOURFRONT MRT STATION,BLK 105,15.79822716,40.31467228,16.31066498,60.57466624,34.49295194
23,1.273131053,103.8216629,851.9272703,97.8274817,32 TELOK BLANGAH RISE,90032,HARBOURFRONT MRT STATION,BLK 36 MKT/FC,14.31674102,33.10302016,27.32951614,58.98742336,33.3296602
24,1.273357314,103.8253458,978.2115399,88.8351995,108 BT PURMEI RD,90108,HARBOURFRONT MRT STATION,BLK 109,16.0338992,49.01170395,15.39258162,62.038763,34.53414384
25,1.273476841,103.8068103,445.4425717,131.2464917,80B TELOK BLANGAH ST 31,102080,TELOK BLANGAH MRT STATION,TELOK BLANGAH MKT/FC,7.954999103,25.35961985,32.23313509,38.88370221,30.80885581
26,1.273494356,103.8072294,413.9274948,92.83316451,80C TELOK BLANGAH ST 31,103080,TELOK BLANGAH MRT STATION,TELOK BLANGAH MKT/FC,8.255796101,26.38705307,48.37232599,40.79978182,30.83072848
27,1.273513379,103.8101453,310.0681839,73.37544584,51 TELOK BLANGAH DR,100051,TELOK BLANGAH MRT STATION,BLK 50,8.812298466,29.04727271,20.20578781,43.85333593,29.61397878
28,1.273517801,103.822481,901.9916247,168.4648606,34 TELOK BLANGAH WAY,90034,HARBOURFRONT MRT STATION,BLK 36 MKT/FC,16.91672417,34.95640092,23.40200938,60.2702543,35.45093672
29,1.273566738,103.8340582,1037.829857,154.585664,106 SPOTTISWOODE PK RD,80106,OUTRAM PARK MRT STATION,KEPPEL WORKSHOP,9.234192445,39.77542483,12.66768984,70.51200609,39.35577117
30,1.273597187,103.8119421,399.3292353,69.7666685,54 TELOK BLANGAH DR,100054,TELOK BLANGAH MRT STATION,BLK 54,8.428084125,24.76333653,15.81496914,43.84247884,28.64142372
31,1.273638234,103.8364203,914.5211814,133.4808164,110 SPOTTISWOODE PK RD,81110,OUTRAM PARK MRT STATION,FORMER RAILWAY STN,8.510019474,42.71219875,11.89780071,74.1609335,44.26794285
32,1.27368174,103.8065794,431.5348937,164.5455889,80A TELOK BLANGAH ST 31,101080,LABRADOR PARK MRT STATION,TELOK BLANGAH MKT/FC,8.634431425,25.28719805,27.43548714,38.33395304,31.13971906
33,1.273804157,103.8270577,1117.067914,163.0290652,110 BT PURMEI RD,90110,HARBOURFRONT MRT STATION,ST. TERESA'S CH,16.45723891,40.04832119,14.86800732,63.86003108,34.19804443
34,1.273835569,103.8398443,732.8282753,71.98175431,17 CANTONMENT CL,80017,TANJONG PAGAR MRT STATION,BLK 16,10.31102166,52.35416115,13.03921709,82.19094738,52.67504271
35,1.273849941,103.8112471,382.5173144,144.3391071,52 TELOK BLANGAH DR,100052,TELOK BLANGAH MRT STATION,BLK 50,8.756127017,25.81752248,16.69566863,43.49623242,29.30798708
36,1.273883542,103.8390033,817.1618554,160.0846027,19 CANTONMENT CL,80019,TANJONG PAGAR MRT STATION,BLK 16,10.184167,49.27121475,12.72893083,79.98388166,51.25217661
37,1.273901446,103.8394173,773.6296108,117.3936156,18 CANTONMENT CL,80018,TANJONG PAGAR MRT STATION,BLK 16,10.66605961,51.28906998,12.91009203,81.45007928,51.98937957
38,1.273919926,103.8402609,686.7906604,50.78544198,16 CANTONMENT CL,80016,TANJONG PAGAR MRT STATION,BLK 16,10.79521137,55.51025304,13.32421674,85.36312802,55.05752369
39,1.273929399,103.8253108,1033.985907,32.82134559,109 BT PURMEI RD,90109,HARBOURFRONT MRT STATION,BLK 109,17.93530281,54.22884295,16.01865358,63.74755774,36.29488605
40,1.273941532,103.8088174,369.3306026,76.54176823,77 TELOK BLANGAH DR,100077,TELOK BLANGAH MRT STATION,BLK 67,9.746410417,37.81250909,34.10138787,57.03619936,30.8643281
41,1.273947618,103.8208669,944.5487864,66.06889761,28 TELOK BLANGAH RISE,90028,HARBOURFRONT MRT STATION,BLK 28,14.59585161,33.36754712,19.05784442,59.28456716,33.69781889
42,1.27396036,103.8121495,445.4339359,79.33512139,55 TELOK BLANGAH DR,100055,TELOK BLANGAH MRT STATION,BLK 54,8.590877354,24.83310158,15.67574057,44.65325513,28.71752309
43,1.274031873,103.8366527,864.7456573,163.8238365,109 SPOTTISWOODE PK RD,80109,OUTRAM PARK MRT STATION,FORMER RAILWAY STN,8.759436698,45.01205807,12.16283512,76.2740165,46.78613525
44,1.274062304,103.8104241,375.5380276,115.612042,65 TELOK BLANGAH DR,100065,TELOK BLANGAH MRT STATION,BLK 67,9.30960863,27.85375852,18.92773371,44.06773846,29.92920717
45,1.274132973,103.8096326,376.0336556,30.44159553,66 TELOK BLANGAH DR,100066,TELOK BLANGAH MRT STATION,BLK 67,9.890960931,31.2458408,22.88315875,46.556501,30.56087571
46,1.27425274,103.8124291,490.1166543,100.8877313,56 TELOK BLANGAH HTS,100056,TELOK BLANGAH MRT STATION,BLK 54,8.688020056,24.82713129,15.4683054,45.14853167,28.70583637
47,1.274298048,103.8114314,436.306015,160.4073881,53 TELOK BLANGAH DR,100053,TELOK BLANGAH MRT STATION,BLK 54,9.006989875,25.75638375,16.70231208,43.95057225,29.50315609
48,1.274361964,103.822184,991.8736584,108.1004533,33 TELOK BLANGAH WAY,90033,HARBOURFRONT MRT STATION,OPP BLK 27,21.32125376,35.43539744,19.71552612,61.41322387,37.79121366
49,1.274383638,103.8087418,418.9145054,74.95959353,76 TELOK BLANGAH DR,100076,TELOK BLANGAH MRT STATION,BLK 67,11.5467708,31.76195598,30.76376105,56.32111134,32.60817523
50,1.274397181,103.8272396,1183.224276,158.0802168,111 BT PURMEI RD,90111,HARBOURFRONT MRT STATION,ST. TERESA'S CH,19.21041059,40.36798961,15.14159981,65.95449365,35.01403466
51,1.274426047,103.8396715,726.7824675,131.7468551,11 CANTONMENT CL,80011,TANJONG PAGAR MRT STATION,BLK 16,13.91350592,55.04291733,13.5037633,87.42600423,58.96388127
52,1.274427547,103.8348788,908.2556919,189.4883702,104 SPOTTISWOODE PK RD,80104,OUTRAM PARK MRT STATION,BEF KG BAHRU TER,9.371247173,44.29350865,12.79661207,75.28003302,44.27300249
53,1.274468661,103.8214741,1000.317859,36.00926931,27 TELOK BLANGAH WAY,90027,HARBOURFRONT MRT STATION,BLK 27,18.16978735,34.30618699,19.38774876,60.97110342,36.12093512
54,1.274469784,103.8258781,1115.326908,54.29520185,112 BT PURMEI RD,90112,HARBOURFRONT MRT STATION,BLK 109,17.80955689,46.57507239,15.87953378,65.37620642,36.66349923
55,1.27447616,103.8400703,683.0606067,116.1241283,12 CANTONMENT CL,80012,TANJONG PAGAR MRT STATION,BLK 16,14.54082558,57.75511778,13.79609527,89.96028099,61.68568925
56,1.274506393,103.8105355,426.4034741,127.3794403,64 TELOK BLANGAH DR,100064,TELOK BLANGAH MRT STATION,BLK 67,9.747222295,27.32746306,18.27340134,44.22537168,31.01222264
57,1.274633315,103.8125866,534.4910671,142.9093428,57 TELOK BLANGAH HTS,100057,TELOK BLANGAH MRT STATION,BLK 54,8.837603684,24.97884801,15.41711455,45.67345113,28.824943
58,1.274636589,103.8096328,432.0038484,45.61104124,67 TELOK BLANGAH DR,100067,TELOK BLANGAH MRT STATION,BLK 67,11.65379229,29.16070076,21.55122075,45.82654989,31.96812721
59,1.274660969,103.8352798,863.2578605,158.088963,103 SPOTTISWOODE PK RD,80103,OUTRAM PARK MRT STATION,BEF KG BAHRU TER,9.421607548,45.252597,12.29338212,77.15123394,46.43516304
60,1.27469944,103.8404854,631.3330927,112.797322,13 CANTONMENT CL,80013,TANJONG PAGAR MRT STATION,OPP MARITIME HSE,14.83597157,61.68003387,14.35250552,96.018949,64.64389411
61,1.274770135,103.8269323,1200.49468,171.9852999,113 BT PURMEI RD,90113,HARBOURFRONT MRT STATION,BLK 109,18.91647148,41.73411396,15.51314594,66.4469812,35.59356174
62,1.274831282,103.8109414,472.4494523,180.4994036,63 TELOK BLANGAH HTS,100063,TELOK BLANGAH MRT STATION,BLK 67,10.05877258,26.55868755,17.42929657,44.28901553,30.54577834
63,1.274896709,103.8086953,475.3832535,104.0576527,75 TELOK BLANGAH DR,100075,TELOK BLANGAH MRT STATION,BLK 67,13.82674234,29.80527037,25.60205567,47.14876467,35.17655933
64,1.274922927,103.8134081,616.8221266,93.08115594,58 TELOK BLANGAH HTS,100058,TELOK BLANGAH MRT STATION,BLK 59,9.536581713,26.58986493,15.06345637,47.45316225,28.83037805
65,1.275071819,103.8258872,1176.171312,111.6587727,114 BT PURMEI RD,90114,HARBOURFRONT MRT STATION,BLK 109,18.28436176,42.87945725,16.21664535,67.17198249,37.71992545
66,1.275159158,103.8101385,491.8321827,125.9108929,68 TELOK BLANGAH HTS,100068,TELOK BLANGAH MRT STATION,BLK 67,11.91072909,27.70795829,18.55106336,44.53048484,33.47005263
67,1.275236831,103.8426053,389.4216916,58.50618833,2 TG PAGAR PLAZA,82002,TANJONG PAGAR MRT STATION,TG PAGAR PLAZA,8.336437489,107.2908559,17.86916488,110.502391,68.62706243
68,1.275245431,103.8111067,521.8284633,165.5957187,62 TELOK BLANGAH HTS,100062,TELOK BLANGAH MRT STATION,BLK 70A,10.5707165,26.41609629,16.91768202,44.6099781,31.45428072
69,1.275301801,103.8392073,678.7017779,208.0013518,9 CANTONMENT CL,80009,OUTRAM PARK MRT STATION,OPP MARITIME HSE,17.50242432,57.24125858,13.99460257,93.75040188,67.97006081
70,1.275328095,103.8073231,575.7480076,66.44808513,93A TELOK BLANGAH ST 31,101093,TELOK BLANGAH MRT STATION,BLK 92B,12.17934385,32.3177693,22.9893474,41.01608787,33.97838289
71,1.275352014,103.8269502,1205.530894,208.5820145,115 BT PURMEI RD,90115,TIONG BAHRU MRT STATION,BLK 109,19.04885936,42.15734653,15.89892049,69.35767486,36.18580193
72,1.275353433,103.8135883,666.2216379,49.08039215,59 TELOK BLANGAH HTS,100059,TELOK BLANGAH MRT STATION,BLK 59,9.693691724,26.88035687,15.13695675,48.55118008,29.6222189
73,1.27535722,103.8079773,548.5075667,132.318004,93B TELOK BLANGAH ST 31,102093,TELOK BLANGAH MRT STATION,BLK 92B,15.40199634,30.71713813,23.66181933,42.89225334,37.11879561
74,1.275363231,103.8087844,523.6982854,137.9020543,74 TELOK BLANGAH HTS,100074,TELOK BLANGAH MRT STATION,BLK 67,18.25299204,29.22043127,22.21331975,44.66033123,39.46097883
75,1.275409491,103.8206605,1108.346964,97.60314274,24 TELOK BLANGAH CRES,90024,HARBOURFRONT MRT STATION,OPP BLK 27,15.76147059,35.23596709,18.65338312,61.90765635,35.54571336
76,1.275498954,103.8413985,509.2913538,37.36865254,1 EVERTON PK,81001,TANJONG PAGAR MRT STATION,OPP MARITIME HSE,11.44399622,76.25509745,16.7623854,127.2886384,70.32221534
77,1.275532291,103.8412746,521.9329804,23.40596586,1G CANTONMENT RD,85701,TANJONG PAGAR MRT STATION,OPP MARITIME HSE,12.05584016,74.2154981,16.58558575,131.3378858,70.34103094
78,1.275583428,103.810314,540.7603698,156.9922276,69 TELOK BLANGAH HTS,100069,TELOK BLANGAH MRT STATION,BLK 70A,12.12883614,27.32960889,17.87848337,44.50258333,33.83412262
79,1.275619186,103.8424313,394.5911852,84.59581306,3 TG PAGAR PLAZA,81003,TANJONG PAGAR MRT STATION,TG PAGAR PLAZA,8.672023949,103.5542832,20.12175941,113.4901145,74.8606266
80,1.275705008,103.8120071,605.1540772,150.2368459,61 TELOK BLANGAH HTS,100061,TELOK BLANGAH MRT STATION,BLK 70A,10.16466748,27.25218564,15.8434569,47.03320366,30.76319086
81,1.27573844,103.8091894,557.8073854,162.6678846,73 TELOK BLANGAH HTS,100073,TELOK BLANGAH MRT STATION,BLK 67,20.06420781,28.43786692,19.68510767,44.09192773,40.94799927
82,1.275801013,103.8390326,623.2199137,200.3584018,8 CANTONMENT CL,81008,OUTRAM PARK MRT STATION,BLK 3,15.137006,58.5645444,14.28131263,97.44214968,67.67491904
83,1.27587917,103.8073298,627.4525154,61.02651684,92B TELOK BLANGAH ST 31,102092,LABRADOR PARK MRT STATION,BLK 92B,13.22151266,39.82370306,20.29849799,40.65531764,34.98696953
84,1.275905201,103.8427412,353.8722667,78.85475505,4 TG PAGAR PLAZA,81004,TANJONG PAGAR MRT STATION,TG PAGAR PLAZA,8.232342823,113.3642084,23.81811784,116.6087161,78.80705375
85,1.275986995,103.8411918,522.8076418,52.47141365,1F CANTONMENT RD,85601,TANJONG PAGAR MRT STATION,OPP MARITIME HSE,12.04977732,74.09104868,17.19901771,137.0957439,73.11180352
86,1.275996185,103.810863,596.0085778,87.362227,70C TELOK BLANGAH HTS,103070,TELOK BLANGAH MRT STATION,BLK 70A,11.3229183,26.82969414,16.71645972,44.99804461,33.14479904
87,1.276078958,103.8121572,649.9140154,135.3003415,60 TELOK BLANGAH HTS,100060,TELOK BLANGAH MRT STATION,BLK 70A,10.23121961,27.41213858,15.70212844,47.65316114,30.91777165
88,1.276080724,103.8208395,1181.471948,145.3237448,23 TELOK BLANGAH CRES,90023,HARBOURFRONT MRT STATION,OPP BLK 27,16.0850901,36.46802604,19.63464271,63.81254811,37.02682529
89,1.276117977,103.80959,596.7953279,184.5993417,72 TELOK BLANGAH HTS,100072,TELOK BLANGAH MRT STATION,BLK 70A,16.36537787,28.13201386,18.09973203,44.11352275,38.44787251
90,1.276238081,103.8430057,319.3312008,104.0915764,1 TG PAGAR PLAZA,82001,TANJONG PAGAR MRT STATION,TG PAGAR PLAZA,7.914373104,103.8771565,32.81246975,122.6922699,81.9406099
91,1.27624052,103.8430061,319.2603196,104.3548072,5 TG PAGAR PLAZA,81005,TANJONG PAGAR MRT STATION,TG PAGAR PLAZA,7.913819399,103.8388918,32.81599572,122.74903,81.9628931
92,1.276336898,103.8191944,1219.88448,51.98863476,25 TELOK BLANGAH CRES,90025,TELOK BLANGAH MRT STATION,BLK 25,12.72918037,37.49399529,22.65338441,60.64305056,32.91939404
93,1.27637531,103.8113719,650.6725185,48.03281666,70A TELOK BLANGAH HTS,101070,TELOK BLANGAH MRT STATION,BLK 70A,10.82267259,27.9755425,16.40899059,46.15349138,32.69619762
94,1.276531695,103.8075142,688.8802863,122.8228491,92A TELOK BLANGAH ST 31,101092,TELOK BLANGAH MRT STATION,OPP BLK 91A,14.17722642,38.59794099,18.28932563,40.88054491,35.97195465
95,1.276559216,103.8198219,1245.874854,97.96936978,22 TELOK BLANGAH CRES,90022,HARBOURFRONT MRT STATION,BLK 25,13.52529845,38.98441093,21.80541973,63.6326638,35.45237774
96,1.276607945,103.8208981,1239.67067,147.2088936,21 TELOK BLANGAH CRES,90021,HARBOURFRONT MRT STATION,BLK 10,15.57325152,37.86778662,19.93748634,65.84373766,37.24114088
97,1.276621684,103.8411561,523.5093004,67.9679739,1E CANTONMENT RD,85501,TANJONG PAGAR MRT STATION,MARITIME HSE,10.84804686,73.85317777,17.94879899,130.1946563,74.68745564
98,1.276661921,103.807128,669.7196282,77.51453233,91A TELOK BLANGAH ST 31,101091,LABRADOR PARK MRT STATION,OPP BLK 91A,12.18126646,43.73257611,17.6944004,40.56249746,33.8050918
99,1.276673811,103.8387891,527.4171573,101.1669547,6 EVERTON PK,80006,OUTRAM PARK MRT STATION,BLK 3,11.93111214,60.60630388,14.7558056,103.0829625,67.72369952
100,1.276684338,103.8394591,526.2118539,123.8148973,5 EVERTON PK,80005,OUTRAM PARK MRT STATION,MARITIME HSE,12.95189223,62.88199484,15.32409304,109.5566945,69.24614307
101,1.276693247,103.8188666,1209.830412,101.277592,26 TELOK BLANGAH CRES,90026,TELOK BLANGAH MRT STATION,BLK 25,12.41377216,38.30809833,27.65101376,60.63784292,32.66661035
102,1.276749457,103.8105415,672.5526757,65.64524564,70B TELOK BLANGAH HTS,102070,TELOK BLANGAH MRT STATION,BLK 70A,11.91281149,27.36126895,16.73301331,45.27238943,35.68970646
103,1.276756464,103.8085252,681.2456721,101.7990461,86 TELOK BLANGAH HTS,100086,TELOK BLANGAH MRT STATION,BLK 88,20.86794837,29.63173479,17.89351049,42.82058174,43.1245209
104,1.276853136,103.8099486,678.6448278,132.195476,84 TELOK BLANGAH HTS,100084,TELOK BLANGAH MRT STATION,BLK 70A,13.27229258,27.85470383,17.34835559,44.6604977,36.7432333
105,1.276867842,103.8081486,702.7973221,98.35614372,87 TELOK BLANGAH HTS,100087,TELOK BLANGAH MRT STATION,BLK 88,16.96913032,31.10452232,17.69706848,42.26966962,39.10067623
106,1.276883074,103.8400856,513.9928924,54.64032428,4 EVERTON PK,80004,OUTRAM PARK MRT STATION,MARITIME HSE,12.36038368,65.43481676,16.18871411,122.4652189,70.88456313
107,1.276883151,103.8308839,1045.193737,77.54995015,148 SILAT AVE,160148,OUTRAM PARK MRT STATION,OPP MELATI BLK 2,12.14588731,68.74499854,15.13769932,87.51016777,48.1556662
108,1.276915948,103.8218187,1182.567615,154.3951955,20 TELOK BLANGAH CRES,90020,TIONG BAHRU MRT STATION,ST. THERESA'S CONVENT,17.11267267,38.66562463,19.24049915,69.04096019,40.86683815
109,1.276920243,103.8414858,488.7560871,103.0759444,1D CANTONMENT RD,85401,TANJONG PAGAR MRT STATION,MARITIME HSE,9.696997806,75.88467167,19.22185729,123.2851812,76.70359417
110,1.276924352,103.8386795,500.6948121,71.01678654,7 EVERTON PK,80007,OUTRAM PARK MRT STATION,BLK 3,11.63116333,60.7083925,14.84974697,103.9501709,68.79325645
111,1.277008235,103.8280562,1027.825403,236.5304782,142 JLN BT MERAH,160142,TIONG BAHRU MRT STATION,BLK 140,15.3410416,48.97723508,16.78670207,78.49006497,41.37109848
112,1.277060448,103.8207621,1230.929768,102.6710515,15 TELOK BLANGAH CRES,90015,TIONG BAHRU MRT STATION,BLK 10,14.74050069,39.48590228,20.42231798,67.00158771,36.87910894
113,1.277077068,103.8314259,982.0498588,88.11599282,150 SILAT AVE,160150,OUTRAM PARK MRT STATION,OPP MELATI BLK 2,11.63714755,74.73563557,15.12073873,98.95204588,47.27714222
114,1.277120122,103.8431177,312.5018542,85.57936178,7 TG PAGAR PLAZA,81007,TANJONG PAGAR MRT STATION,BEF CRAIG RD,7.708664725,87.31445882,33.29909672,131.1054348,80.62799227
115,1.277145597,103.8287389,1024.066667,180.7274036,141 JLN BT MERAH,160141,TIONG BAHRU MRT STATION,BLK 140,14.48865773,51.44208223,16.52097868,81.6065003,43.94737267
116,1.27718546,103.8195162,1300.229391,69.12375639,12 TELOK BLANGAH CRES,90012,TELOK BLANGAH MRT STATION,BLK 10,13.02153764,46.7115167,25.37112976,65.12049397,34.34416893
117,1.277217301,103.838704,468.0111769,49.17923133,3 EVERTON PK,80003,OUTRAM PARK MRT STATION,BLK 3,11.22772067,62.27254933,15.06376739,105.9057507,69.1453584
118,1.277222539,103.8087204,728.3814923,54.83549431,85 TELOK BLANGAH HTS,100085,TELOK BLANGAH MRT STATION,BLK 88,15.21949942,29.25478344,17.04217199,43.2219763,38.13718724
119,1.277272573,103.8429172,338.0976847,95.42789488,8 TG PAGAR PLAZA,80008,TANJONG PAGAR MRT STATION,BEF CRAIG RD,7.840980825,84.59382066,28.49259184,127.0693353,79.32500433
120,1.277276965,103.8310934,1004.078375,110.2763467,147 SILAT AVE,160147,OUTRAM PARK MRT STATION,OPP MELATI BLK 2,11.87466284,79.56582682,15.32345432,94.10079128,47.24681441
121,1.277283677,103.8069162,706.0415413,67.25789544,90B TELOK BLANGAH ST 31,102090,LABRADOR PARK MRT STATION,OPP BLK 91A,10.97991559,32.83527741,16.45804521,40.46644577,32.43011624
122,1.277293529,103.8305157,1060.807104,138.4701472,145 JLN BT MERAH,160145,OUTRAM PARK MRT STATION,OPP MELATI BLK 2,12.381401,69.24034702,15.50614822,88.29122637,48.04729652
123,1.277305432,103.8299556,1040.802472,138.3014203,144 JLN BT MERAH,160144,TIONG BAHRU MRT STATION,OPP BLK 140,12.9426043,60.8377683,15.71914874,85.89646404,48.89558901
124,1.277360665,103.8316002,949.8766662,62.39937602,149 SILAT AVE,160149,OUTRAM PARK MRT STATION,BLK 149,11.48625325,76.13605458,15.25152021,103.3481935,46.83884411
125,1.27736919,103.8082549,754.1714948,44.5411764,88 TELOK BLANGAH HTS,100088,TELOK BLANGAH MRT STATION,BLK 88,13.90190958,29.93346707,16.84872937,42.93004024,36.15219703
126,1.277382607,103.821604,1149.898368,179.8892219,17A TELOK BLANGAH CRES,91017,TIONG BAHRU MRT STATION,BLK 10,15.60142152,39.34063187,19.56585613,70.3114664,38.1091805
127,1.277395442,103.8204697,1219.506996,56.28508062,14 TELOK BLANGAH CRES,90014,TIONG BAHRU MRT STATION,BLK 10,14.02909439,41.45987864,21.18005296,67.11122883,36.28141443
128,1.277416303,103.8393308,444.1015672,110.7017975,2 EVERTON PK,81002,OUTRAM PARK MRT STATION,BLK 3,11.0086264,64.11436762,15.72645121,114.0798141,69.35564004
129,1.277449094,103.8416667,477.8976658,107.3160121,1C CANTONMENT RD,85301,TANJONG PAGAR MRT STATION,BEF PINNACLE /@ DUXTON,8.931358022,75.57857892,20.2879842,121.001277,76.4085992
130,1.277731532,103.8197694,1238.911737,30.54617408,10 TELOK BLANGAH CRES,90010,TIONG BAHRU MRT STATION,BLK 10,13.14618368,53.15662732,23.49401567,67.31834321,35.23571008
131,1.277734578,103.8070933,757.6321301,117.8932896,90A TELOK BLANGAH ST 31,101090,LABRADOR PARK MRT STATION,OPP BLK 91A,10.82485497,30.39239073,16.02075292,41.0129146,32.26049589
132,1.277760301,103.8207301,1169.678256,83.8791829,14A TELOK BLANGAH CRES,91014,TIONG BAHRU MRT STATION,BLK 10,14.06740971,40.91823532,20.69689351,69.47588002,36.06052011
133,1.277767863,103.8217024,1107.750515,190.6645367,17 TELOK BLANGAH CRES,90017,TIONG BAHRU MRT STATION,BLK 10,15.07702344,39.65157875,19.62341855,72.01639423,37.20261017
134,1.277785233,103.8300015,991.9773935,84.76746518,143 JLN BT MERAH,160143,TIONG BAHRU MRT STATION,OPP BLK 140,12.63790569,64.74778239,16.36800023,89.10082914,47.42084368
135,1.277795391,103.8193413,1265.135493,76.84950588,8 TELOK BLANGAH CRES,90008,TIONG BAHRU MRT STATION,BLK 10,12.78659136,52.98945315,26.48339455,66.88415741,34.19247072
136,1.277799407,103.8414034,474.1370764,60.68320858,1B CANTONMENT RD,85201,OUTRAM PARK MRT STATION,BEF PINNACLE /@ DUXTON,9.22318114,74.39119971,19.54073317,120.690136,76.07804891
137,1.27784271,103.8409659,445.7719617,63.58321237,1A CANTONMENT RD,85101,OUTRAM PARK MRT STATION,BEF PINNACLE /@ DUXTON,9.858043235,72.04871989,18.60602659,122.3585555,75.28166952
138,1.277848766,103.8308115,1005.385081,108.5566152,146 JLN BT MERAH,160146,OUTRAM PARK MRT STATION,OPP BLK 140,11.97685351,76.37324661,15.76651299,93.30368632,46.97675576
139,1.277909847,103.8225358,1047.300469,180.1609054,18 TELOK BLANGAH CRES,90018,TIONG BAHRU MRT STATION,OPP ST. THERESA'S CONVENT,15.46533972,40.86029519,19.31731875,74.66512889,38.23489451
140,1.278053652,103.8215046,1093.185338,175.6390635,16 TELOK BLANGAH CRES,90016,TIONG BAHRU MRT STATION,BLK 10,14.54202479,40.73965592,19.84447587,72.84028154,37.40182145
