name,amenity_type,LatLng,lat,lon
kml_1,food,"1.2844248503218,103.850164578087",1.2844248503218,103.850164578087
kml_2,food,"1.43353885680037,103.779784899996",1.43353885680037,103.779784899996
kml_3,food,"1.29748567106686,103.804715225285",1.29748567106686,103.804715225285
kml_4,food,"1.39159232727757,103.877060478847",1.39159232727757,103.877060478847
kml_5,food,"1.40818996870647,103.904805657576",1.40818996870647,103.904805657576
kml_6,food,"1.44901674160031,103.822484958307",1.44901674160031,103.822484958307
kml_7,food,"1.38713573069818,103.761017756804",1.38713573069818,103.761017756804
kml_8,food,"1.38238755827879,103.892403203249",1.38238755827879,103.892403203249
kml_9,food,"1.35521457121361,103.741825836536",1.35521457121361,103.741825836536
kml_10,food,"1.27324863952078,103.808078713674",1.27324863952078,103.808078713674
kml_11,food,"1.33178125123252,103.924844235398",1.33178125123252,103.924844235398
kml_12,food,"1.33198706861747,103.938732580554",1.33198706861747,103.938732580554
kml_13,food,"1.32413422253318,103.814165010384",1.32413422253318,103.814165010384
kml_14,food,"1.32064829234987,103.88701902611",1.32064829234987,103.88701902611
kml_15,food,"1.27921844263269,103.846606784092",1.27921844263269,103.846606784092
kml_16,food,"1.36678764523637,103.839231344066",1.36678764523637,103.839231344066
kml_17,food,"1.36410517096399,103.848254220438",1.36410517096399,103.848254220438
kml_18,food,"1.36276891777383,103.855369790045",1.36276891777383,103.855369790045
kml_19,food,"1.36824049310006,103.856351437414",1.36824049310006,103.856351437414
kml_20,food,"1.37276992816898,103.854482811591",1.37276992816898,103.854482811591
kml_21,food,"1.37448912101909,103.839214290038",1.37448912101909,103.839214290038
kml_22,food,"1.38102486670548,103.840682307297",1.38102486670548,103.840682307297
kml_23,food,"1.37219743270045,103.846519219268",1.37219743270045,103.846519219268
kml_24,food,"1.36723014879667,103.839953165936",1.36723014879667,103.839953165936
kml_25,food,"1.32035600765426,103.955474150677",1.32035600765426,103.955474150677
kml_26,food,"1.32706240888967,103.933221544751",1.32706240888967,103.933221544751
kml_27,food,"1.33324627868937,103.930602144469",1.33324627868937,103.930602144469
kml_28,food,"1.33315924777343,103.91405388831",1.33315924777343,103.91405388831
kml_29,food,"1.32055216480957,103.93553909635",1.32055216480957,103.93553909635
kml_30,food,"1.31921699786807,103.863021377531",1.31921699786807,103.863021377531
kml_31,food,"1.28882210205212,103.827358017197",1.28882210205212,103.827358017197
kml_32,food,"1.30733651651517,103.856853966617",1.30733651651517,103.856853966617
kml_33,food,"1.3452231627967,103.712799765872",1.3452231627967,103.712799765872
kml_34,food,"1.30620584090733,103.850530969624",1.30620584090733,103.850530969624
kml_35,food,"1.28369258928085,103.816992390295",1.28369258928085,103.816992390295
kml_36,food,"1.28629777221659,103.804489277779",1.28629777221659,103.804489277779
kml_37,food,"1.28550478314618,103.822049361292",1.28550478314618,103.822049361292
kml_38,food,"1.37760053528611,103.772489583206",1.37760053528611,103.772489583206
kml_39,food,"1.33937596351523,103.775995008012",1.33937596351523,103.775995008012
kml_40,food,"1.31615991374589,103.850225081031",1.31615991374589,103.850225081031
kml_41,food,"1.38915172065006,103.988245749103",1.38915172065006,103.988245749103
kml_42,food,"1.36422852315868,103.866536130299",1.36422852315868,103.866536130299
kml_43,food,"1.37542896666561,103.882977999397",1.37542896666561,103.882977999397
kml_44,food,"1.32644992167231,103.885043500019",1.32644992167231,103.885043500019
kml_45,food,"1.32784956142548,103.887128535137",1.32784956142548,103.887128535137
kml_46,food,"1.32344525333847,103.885449224256",1.32344525333847,103.885449224256
kml_47,food,"1.31436772839327,103.770836740843",1.31436772839327,103.770836740843
kml_48,food,"1.31326486994113,103.764510533078",1.31326486994113,103.764510533078
kml_49,food,"1.3037819726711,103.764264410293",1.3037819726711,103.764264410293
kml_50,food,"1.3068922760844,103.800362825517",1.3068922760844,103.800362825517
kml_51,food,"1.29971330531884,103.797875477439",1.29971330531884,103.797875477439
kml_52,food,"1.30941418731185,103.90182514721",1.30941418731185,103.90182514721
kml_53,food,"1.30668431820832,103.935016747249",1.30668431820832,103.935016747249
kml_54,food,"1.31624573118373,103.805636386821",1.31624573118373,103.805636386821
kml_55,food,"1.32146226027018,103.870004415152",1.32146226027018,103.870004415152
kml_56,food,"1.3167281476983,103.898224315881",1.3167281476983,103.898224315881
kml_57,food,"1.31099627311591,103.788230657145",1.31099627311591,103.788230657145
kml_58,food,"1.30287548090781,103.863883249985",1.30287548090781,103.863883249985
kml_59,food,"1.3151420505272,103.895609494855",1.3151420505272,103.895609494855
kml_60,food,"1.28797543998733,103.829626834637",1.28797543998733,103.829626834637
kml_61,food,"1.35386211773287,103.939726160039",1.35386211773287,103.939726160039
kml_62,food,"1.35200744198417,103.837031803823",1.35200744198417,103.837031803823
kml_63,food,"1.31708335109103,103.879417030673",1.31708335109103,103.879417030673
kml_64,food,"1.28223514826381,103.843177616296",1.28223514826381,103.843177616296
kml_65,food,"1.33458935951076,103.721519868629",1.33458935951076,103.721519868629
kml_66,food,"1.3456395210229,103.944624481151",1.3456395210229,103.944624481151
kml_67,food,"1.30078931480841,103.797625756738",1.30078931480841,103.797625756738
kml_68,food,"1.27661461066321,103.843166992138",1.27661461066321,103.843166992138
kml_69,food,"1.32084835041654,103.742891623681",1.32084835041654,103.742891623681
kml_70,food,"1.27736683810318,103.818641695106",1.27736683810318,103.818641695106
kml_71,food,"1.32033178221424,103.904260878989",1.32033178221424,103.904260878989
kml_72,food,"1.27336828250285,103.807626838954",1.27336828250285,103.807626838954
kml_73,food,"1.29234216757957,103.831189303546",1.29234216757957,103.831189303546
kml_74,food,"1.3397961360031,103.872090241567",1.3397961360031,103.872090241567
kml_75,food,"1.39691417603694,103.888489618777",1.39691417603694,103.888489618777
kml_76,food,"1.41456688638677,103.908252830309",1.41456688638677,103.908252830309
kml_77,food,"1.30811775909823,103.792773765463",1.30811775909823,103.792773765463
kml_78,food,"1.31090802808558,103.794862936127",1.31090802808558,103.794862936127
kml_79,food,"1.35383739101169,103.890081064953",1.35383739101169,103.890081064953
kml_80,food,"1.35911942212642,103.885977616903",1.35911942212642,103.885977616903
kml_81,food,"1.30241881353449,103.88394058022",1.30241881353449,103.88394058022
