name,amenity_type,LatLng,lat,lon
YUMIN PRIMARY SCHOOL,recreation,"1.35129177418852,103.950461928601",1.35129177418852,103.950461928601
YUYING SECONDARY SCHOOL,recreation,"1.3571359454974,103.890194756326",1.3571359454974,103.890194756326
ZHANGDE PRIMARY SCHOOL,recreation,"1.28421152765218,103.825951882856",1.28421152765218,103.825951882856
ZHENGHUA PRIMARY SCHOOL,recreation,"1.37972099996079,103.769118504749",1.37972099996079,103.769118504749
ZHONGHUA PRIMARY SCHOOL,recreation,"1.36016672633137,103.869695919226",1.36016672633137,103.869695919226
PUNGGOL GREEN PRIMARY SCHOOL,recreation,"1.4015297058919,103.898475673408",1.4015297058919,103.898475673408
RULANG PRIMARY SCHOOL,recreation,"1.34673868709725,103.718457957462",1.34673868709725,103.718457957462
SEMBAWANG PRIMARY SCHOOL,recreation,"1.44504363840197,103.821021512346",1.44504363840197,103.821021512346
SEMBAWANG SECONDARY SCHOOL,recreation,"1.44531501399694,103.816843259007",1.44531501399694,103.816843259007
SENG KANG PRIMARY SCHOOL,recreation,"1.38925044856852,103.89952787396",1.38925044856852,103.89952787396
SENG KANG SECONDARY SCHOOL,recreation,"1.38659682785745,103.898365040967",1.38659682785745,103.898365040967
SENGKANG GREEN PRIMARY SCHOOL,recreation,"1.39254009139246,103.874984873995",1.39254009139246,103.874984873995
SERANGOON GARDEN SECONDARY SCHOOL,recreation,"1.36989047955137,103.869149725622",1.36989047955137,103.869149725622
SHUQUN PRIMARY SCHOOL,recreation,"1.34760285121628,103.72145953368",1.34760285121628,103.72145953368
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,recreation,"1.32080724451075,103.827744755067",1.32080724451075,103.827744755067
SOUTH VIEW PRIMARY SCHOOL,recreation,"1.38166663687807,103.746275849677",1.38166663687807,103.746275849677
SPECTRA SECONDARY SCHOOL,recreation,"1.43703750160709,103.804100475102",1.43703750160709,103.804100475102
SPRINGFIELD SECONDARY SCHOOL,recreation,"1.34957562959866,103.930218343292",1.34957562959866,103.930218343292
ST. ANTHONY'S PRIMARY SCHOOL,recreation,"1.36411948159818,103.749251928027",1.36411948159818,103.749251928027
ST. GABRIEL'S SECONDARY SCHOOL,recreation,"1.34664416093473,103.875734247561",1.34664416093473,103.875734247561
ST. PATRICKS' SCHOOL,recreation,"1.30801785903954,103.917461758123",1.30801785903954,103.917461758123
SWISS COTTAGE SECONDARY SCHOOL,recreation,"1.36471741879243,103.750396141326",1.36471741879243,103.750396141326
TAMPINES MERIDIAN JUNIOR COLLEGE,recreation,"1.37633345942324,103.936990728651",1.37633345942324,103.936990728651
TAMPINES NORTH PRIMARY SCHOOL,recreation,"1.36047640828865,103.948725785291",1.36047640828865,103.948725785291
TAMPINES SECONDARY SCHOOL,recreation,"1.34943479795788,103.943989104713",1.34943479795788,103.943989104713
TANJONG KATONG SECONDARY SCHOOL,recreation,"1.3087351555554,103.897225202611",1.3087351555554,103.897225202611
TAO NAN SCHOOL,recreation,"1.30504069229904,103.911132932576",1.30504069229904,103.911132932576
TECK GHEE PRIMARY SCHOOL,recreation,"1.36558781349803,103.850957132457",1.36558781349803,103.850957132457
TECK WHYE PRIMARY SCHOOL,recreation,"1.38364996034484,103.753291862987",1.38364996034484,103.753291862987
TELOK KURAU PRIMARY SCHOOL,recreation,"1.33104584975536,103.910934018611",1.33104584975536,103.910934018611
TEMASEK PRIMARY SCHOOL,recreation,"1.31768524916778,103.945505091802",1.31768524916778,103.945505091802
TEMASEK SECONDARY SCHOOL,recreation,"1.31577097619921,103.94714754817",1.31577097619921,103.94714754817
TOWNSVILLE PRIMARY SCHOOL,recreation,"1.35994649059981,103.853769003908",1.35994649059981,103.853769003908
UNITY PRIMARY SCHOOL,recreation,"1.40278302493017,103.746801238749",1.40278302493017,103.746801238749
UNITY SECONDARY SCHOOL,recreation,"1.39966040605019,103.74588280003",1.39966040605019,103.74588280003
BOWEN SECONDARY SCHOOL,recreation,"1.37075106852495,103.877459040728",1.37075106852495,103.877459040728
BROADRICK SECONDARY SCHOOL,recreation,"1.3075053768049,103.886675425871",1.3075053768049,103.886675425871
BUKIT MERAH SECONDARY SCHOOL,recreation,"1.28575153502273,103.813208366669",1.28575153502273,103.813208366669
BUKIT PANJANG GOVT. HIGH SCHOOL,recreation,"1.38213671617123,103.738134427535",1.38213671617123,103.738134427535
BUKIT PANJANG PRIMARY SCHOOL,recreation,"1.37347218340655,103.769317490673",1.37347218340655,103.769317490673
BUKIT VIEW SECONDARY SCHOOL,recreation,"1.34573305255726,103.752226603195",1.34573305255726,103.752226603195
CANBERRA PRIMARY SCHOOL,recreation,"1.45081993654492,103.815714100524",1.45081993654492,103.815714100524
CANBERRA SECONDARY SCHOOL,recreation,"1.45319085896921,103.814203590984",1.45319085896921,103.814203590984
CANTONMENT PRIMARY SCHOOL,recreation,"1.27550543283121,103.839922732303",1.27550543283121,103.839922732303
CASUARINA PRIMARY SCHOOL,recreation,"1.37246062968443,103.957020296289",1.37246062968443,103.957020296289
CATHOLIC HIGH SCHOOL,recreation,"1.35470512304029,103.844204239815",1.35470512304029,103.844204239815
CEDAR PRIMARY SCHOOL,recreation,"1.33567362933667,103.875206889422",1.33567362933667,103.875206889422
CHANGKAT CHANGI SECONDARY SCHOOL,recreation,"1.34036113669139,103.95272509563",1.34036113669139,103.95272509563
CHANGKAT PRIMARY SCHOOL,recreation,"1.34023163368506,103.952080121855",1.34023163368506,103.952080121855
CHIJ ST. JOSEPH'S CONVENT,recreation,"1.39175222216011,103.90246499335",1.39175222216011,103.90246499335
CHIJ ST. THERESA'S CONVENT,recreation,"1.27602924759749,103.822343906192",1.27602924759749,103.822343906192
CHONGFU SCHOOL,recreation,"1.43846230600156,103.839070713371",1.43846230600156,103.839070713371
CHONGZHENG PRIMARY SCHOOL,recreation,"1.35059476384096,103.951225251842",1.35059476384096,103.951225251842
CHRIST CHURCH SECONDARY SCHOOL,recreation,"1.42646096810519,103.792975124237",1.42646096810519,103.792975124237
CHUA CHU KANG PRIMARY SCHOOL,recreation,"1.37760827794271,103.741270446142",1.37760827794271,103.741270446142
CHUA CHU KANG SECONDARY SCHOOL,recreation,"1.38319028648387,103.751878300347",1.38319028648387,103.751878300347
CHUNG CHENG HIGH SCHOOL (MAIN),recreation,"1.30483556761957,103.890712781627",1.30483556761957,103.890712781627
KRANJI SECONDARY SCHOOL,recreation,"1.39004038546376,103.741091103306",1.39004038546376,103.741091103306
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,recreation,"1.34931014033893,103.854300287949",1.34931014033893,103.854300287949
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,recreation,"1.35010964660195,103.854891669663",1.35010964660195,103.854891669663
LAKESIDE PRIMARY SCHOOL,recreation,"1.33837570073769,103.718050542217",1.33837570073769,103.718050542217
LIANHUA PRIMARY SCHOOL,recreation,"1.35416293701933,103.754130183509",1.35416293701933,103.754130183509
LOYANG VIEW SECONDARY SCHOOL,recreation,"1.36658416599716,103.956944588188",1.36658416599716,103.956944588188
MANJUSRI SECONDARY SCHOOL,recreation,"1.32754415222466,103.901454396931",1.32754415222466,103.901454396931
MARSILING PRIMARY SCHOOL,recreation,"1.43392875572047,103.773637076766",1.43392875572047,103.773637076766
MARSILING SECONDARY SCHOOL,recreation,"1.43664424716597,103.776008100347",1.43664424716597,103.776008100347
MAYFLOWER SECONDARY SCHOOL,recreation,"1.36827265583353,103.835360734101",1.36827265583353,103.835360734101
MEE TOH SCHOOL,recreation,"1.39485356074373,103.908572579102",1.39485356074373,103.908572579102
MERIDIAN PRIMARY SCHOOL,recreation,"1.37557115220358,103.934878620652",1.37557115220358,103.934878620652
MERIDIAN SECONDARY SCHOOL,recreation,"1.36724684009191,103.948972488695",1.36724684009191,103.948972488695
METHODIST GIRLS' SCHOOL (PRIMARY),recreation,"1.33292998148558,103.782962652767",1.33292998148558,103.782962652767
NAN CHIAU HIGH SCHOOL,recreation,"1.38879581816186,103.890004427329",1.38879581816186,103.890004427329
NAN HUA HIGH SCHOOL,recreation,"1.30809529338934,103.768561456482",1.30809529338934,103.768561456482
NANYANG PRIMARY SCHOOL,recreation,"1.32107093432726,103.807681862923",1.32107093432726,103.807681862923
NATIONAL JUNIOR COLLEGE,recreation,"1.33029290924688,103.804110914681",1.33029290924688,103.804110914681
NAVAL BASE SECONDARY SCHOOL,recreation,"1.41924528522298,103.831044093128",1.41924528522298,103.831044093128
